c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
6281|Customer#000006281|yORAuTtjrCJF9lOKTJtS9|4|14-318-809-5732|7055.03|BUILDING|refully even frays cajole during the carefully even acc|208295|6281|F|44726.16|1995-01-19|2-HIGH|Clerk#000000228|0|he instructions wake carefully final packages. carefully ironic pinto b|208295|10062|583|3|41.00|39854.46|0.06|0.04|R|F|1995-05-13|1995-04-01|1995-05-25|COLLECT COD|AIR|kages against
6284|Customer#000006284|zEh7eHXMGoSNP9h7Bk7G8axMfEkBVkj,NADgz9|13|23-583-198-6369|1178.44|BUILDING|fily alongside of the fluffily speci|137536|6284|O|132266.00|1995-03-25|2-HIGH|Clerk#000000810|0|ng the quickly regular accounts. furiously bold depos|137536|7169|427|1|34.00|36589.44|0.07|0.04|N|O|1995-07-10|1995-06-08|1995-07-18|TAKE BACK RETURN|AIR|? fluffily even ideas agai
6284|Customer#000006284|zEh7eHXMGoSNP9h7Bk7G8axMfEkBVkj,NADgz9|13|23-583-198-6369|1178.44|BUILDING|fily alongside of the fluffily speci|137536|6284|O|132266.00|1995-03-25|2-HIGH|Clerk#000000810|0|ng the quickly regular accounts. furiously bold depos|137536|18420|689|2|35.00|46844.70|0.10|0.02|N|O|1995-06-26|1995-05-17|1995-07-10|NONE|MAIL|egular ideas. furiously pendin
6284|Customer#000006284|zEh7eHXMGoSNP9h7Bk7G8axMfEkBVkj,NADgz9|13|23-583-198-6369|1178.44|BUILDING|fily alongside of the fluffily speci|137536|6284|O|132266.00|1995-03-25|2-HIGH|Clerk#000000810|0|ng the quickly regular accounts. furiously bold depos|137536|1245|999|3|47.00|53873.28|0.00|0.00|N|O|1995-07-10|1995-05-23|1995-07-16|DELIVER IN PERSON|AIR| the courts use bli
6287|Customer#000006287|b1WalykIgCZUEIk,KPnxg7ytSfEtEHsVRCX98H5|20|30-755-248-6558|-296.05|BUILDING| beans wake slowly according to the regular, ironic deposits. furiously regular requests cajole. express|350693|6287|F|239868.68|1995-01-05|2-HIGH|Clerk#000000346|0|ackages cajole carefully even pinto |350693|5708|474|1|15.00|24205.50|0.00|0.03|A|F|1995-04-26|1995-02-13|1995-05-24|DELIVER IN PERSON|MAIL|lites nag furiously along 
6293|Customer#000006293|40Q UY9xqRxuXTIF3Kh58iCsPTn6g6FXAU|3|13-828-651-7919|4785.81|BUILDING|uickly final excuses was slyly silent, express requests. carefully regular requests g|195716|6293|F|166485.79|1995-02-21|1-URGENT|Clerk#000000376|0| the slyly ironic accounts |195716|2225|478|1|44.00|49597.68|0.04|0.03|R|F|1995-05-14|1995-03-29|1995-06-04|TAKE BACK RETURN|SHIP| according to the s
6293|Customer#000006293|40Q UY9xqRxuXTIF3Kh58iCsPTn6g6FXAU|3|13-828-651-7919|4785.81|BUILDING|uickly final excuses was slyly silent, express requests. carefully regular requests g|195716|6293|F|166485.79|1995-02-21|1-URGENT|Clerk#000000376|0| the slyly ironic accounts |195716|11258|781|2|6.00|7015.50|0.07|0.00|A|F|1995-05-31|1995-03-29|1995-06-16|COLLECT COD|MAIL| blithely above the furiously bold courts
6295|Customer#000006295|YEDvY2dxIZA5AFzrYqM2R,Qu0BWeRzqZ|11|21-326-272-7171|5134.99|BUILDING|sts boost final, final packages. unusual pinto beans against the carefully final re|27622|6295|F|73684.96|1995-02-07|3-MEDIUM|Clerk#000000644|0|uts after the dependencies sleep above the furiously even requ|27622|9904|682|1|42.00|76183.80|0.07|0.04|R|F|1995-03-31|1995-03-19|1995-04-03|TAKE BACK RETURN|AIR|fter the blithely fi
6295|Customer#000006295|YEDvY2dxIZA5AFzrYqM2R,Qu0BWeRzqZ|11|21-326-272-7171|5134.99|BUILDING|sts boost final, final packages. unusual pinto beans against the carefully final re|481536|6295|F|185373.02|1995-01-18|5-LOW|Clerk#000000128|0| of the fluffily ironic instr|481536|13336|600|3|44.00|54970.52|0.02|0.02|A|F|1995-03-30|1995-02-18|1995-04-01|DELIVER IN PERSON|FOB|ual instructions. bold packages haggle. acc
6295|Customer#000006295|YEDvY2dxIZA5AFzrYqM2R,Qu0BWeRzqZ|11|21-326-272-7171|5134.99|BUILDING|sts boost final, final packages. unusual pinto beans against the carefully final re|481536|6295|F|185373.02|1995-01-18|5-LOW|Clerk#000000128|0| of the fluffily ironic instr|481536|6474|731|4|32.00|44175.04|0.00|0.05|R|F|1995-04-25|1995-03-25|1995-05-08|DELIVER IN PERSON|RAIL|ecial dolphins nag furious
6308|Customer#000006308|FmSPcC6tPeT6M6|10|20-499-286-6565|5329.24|BUILDING|s. stealthy, silent packages print. deposits are slyly even, pending accounts. blithely even|332002|6308|P|125600.11|1995-03-12|4-NOT SPECIFIED|Clerk#000000529|0|inal accounts. pending theodolites sleep quickly: furiously express pinto bean|332002|9253|772|2|6.00|6973.50|0.09|0.07|A|F|1995-05-30|1995-05-22|1995-06-10|COLLECT COD|TRUCK|d instructions hinder carefull
6308|Customer#000006308|FmSPcC6tPeT6M6|10|20-499-286-6565|5329.24|BUILDING|s. stealthy, silent packages print. deposits are slyly even, pending accounts. blithely even|332002|6308|P|125600.11|1995-03-12|4-NOT SPECIFIED|Clerk#000000529|0|inal accounts. pending theodolites sleep quickly: furiously express pinto bean|332002|13266|56|3|4.00|4717.04|0.07|0.00|N|O|1995-07-09|1995-04-27|1995-07-12|COLLECT COD|TRUCK| requests cajole slyly-- deposits nag. 
6308|Customer#000006308|FmSPcC6tPeT6M6|10|20-499-286-6565|5329.24|BUILDING|s. stealthy, silent packages print. deposits are slyly even, pending accounts. blithely even|332002|6308|P|125600.11|1995-03-12|4-NOT SPECIFIED|Clerk#000000529|0|inal accounts. pending theodolites sleep quickly: furiously express pinto bean|332002|11428|429|4|28.00|37503.76|0.08|0.00|N|O|1995-06-20|1995-04-21|1995-07-06|DELIVER IN PERSON|REG AIR|quests haggle bli
6308|Customer#000006308|FmSPcC6tPeT6M6|10|20-499-286-6565|5329.24|BUILDING|s. stealthy, silent packages print. deposits are slyly even, pending accounts. blithely even|332002|6308|P|125600.11|1995-03-12|4-NOT SPECIFIED|Clerk#000000529|0|inal accounts. pending theodolites sleep quickly: furiously express pinto bean|332002|6386|387|5|2.00|2584.76|0.04|0.05|N|O|1995-07-09|1995-05-31|1995-07-16|TAKE BACK RETURN|REG AIR|ooze. depths play. blith
6445|Customer#000006445|J8HlYAyAUaCQpMoj4cTlS,TDmGK8gcKnrDxmUPG,|5|15-192-490-3051|5966.09|BUILDING|, regular theodolites according to the quickly even pa|425252|6445|F|204249.77|1995-02-20|4-NOT SPECIFIED|Clerk#000000663|0|ess ideas haggle. carefully pending multiplier|425252|13072|599|1|44.00|43343.08|0.04|0.02|A|F|1995-05-15|1995-05-07|1995-05-28|COLLECT COD|TRUCK|lieve with the blithely pending depos
6445|Customer#000006445|J8HlYAyAUaCQpMoj4cTlS,TDmGK8gcKnrDxmUPG,|5|15-192-490-3051|5966.09|BUILDING|, regular theodolites according to the quickly even pa|425252|6445|F|204249.77|1995-02-20|4-NOT SPECIFIED|Clerk#000000663|0|ess ideas haggle. carefully pending multiplier|425252|8253|254|2|13.00|15096.25|0.04|0.07|A|F|1995-06-08|1995-05-12|1995-06-10|DELIVER IN PERSON|RAIL|players sleep slyly even foxe
6445|Customer#000006445|J8HlYAyAUaCQpMoj4cTlS,TDmGK8gcKnrDxmUPG,|5|15-192-490-3051|5966.09|BUILDING|, regular theodolites according to the quickly even pa|425252|6445|F|204249.77|1995-02-20|4-NOT SPECIFIED|Clerk#000000663|0|ess ideas haggle. carefully pending multiplier|425252|5463|464|3|18.00|24632.28|0.10|0.03|A|F|1995-05-30|1995-05-04|1995-06-08|DELIVER IN PERSON|MAIL| express, final excuses sol
6445|Customer#000006445|J8HlYAyAUaCQpMoj4cTlS,TDmGK8gcKnrDxmUPG,|5|15-192-490-3051|5966.09|BUILDING|, regular theodolites according to the quickly even pa|425252|6445|F|204249.77|1995-02-20|4-NOT SPECIFIED|Clerk#000000663|0|ess ideas haggle. carefully pending multiplier|425252|18457|726|5|49.00|67397.05|0.01|0.00|A|F|1995-03-31|1995-04-30|1995-04-11|DELIVER IN PERSON|MAIL|y final foxes. furiously final deposi
6502|Customer#000006502|mbRY4j5rudW|11|21-562-896-1594|8710.50|BUILDING|eep among the fluffily ironic req|43392|6502|F|159583.73|1995-01-01|3-MEDIUM|Clerk#000000056|0|ly express instructions against the blithely ironic packages|43392|19203|473|3|35.00|39277.00|0.08|0.02|R|F|1995-04-10|1995-03-22|1995-04-26|TAKE BACK RETURN|MAIL|ic requests. quickly ironic packages w
6512|Customer#000006512| 33vAzHrrXIgd68KBr4mD|7|17-511-867-8977|6571.18|BUILDING| after the final requests. carefully ironic packages nag slyly. fluffily eve|255873|6512|O|10893.94|1995-03-04|3-MEDIUM|Clerk#000000127|0|al dependencies breach carefull|255873|535|36|1|8.00|11484.24|0.07|0.02|N|O|1995-07-01|1995-05-21|1995-07-21|NONE|SHIP|ctions. express, stealthy
6523|Customer#000006523|ppBY8l3kJDLcOjqD0mF5H|21|31-855-623-3767|6472.78|BUILDING|counts wake blithely. carefully pending requests haggle carefully. slyly ruthless asymptotes wake furiou|456385|6523|F|236024.27|1994-12-30|4-NOT SPECIFIED|Clerk#000000442|0|ully express ideas. bold instructions boost after the slyly ironi|456385|17281|282|3|34.00|40741.52|0.08|0.00|A|F|1995-04-17|1995-02-18|1995-04-20|COLLECT COD|SHIP| against the blithely even packages
6523|Customer#000006523|ppBY8l3kJDLcOjqD0mF5H|21|31-855-623-3767|6472.78|BUILDING|counts wake blithely. carefully pending requests haggle carefully. slyly ruthless asymptotes wake furiou|456385|6523|F|236024.27|1994-12-30|4-NOT SPECIFIED|Clerk#000000442|0|ully express ideas. bold instructions boost after the slyly ironi|456385|3207|461|5|35.00|38857.00|0.06|0.00|A|F|1995-04-29|1995-02-10|1995-05-12|COLLECT COD|TRUCK|riously final accounts haggle daringly even
6523|Customer#000006523|ppBY8l3kJDLcOjqD0mF5H|21|31-855-623-3767|6472.78|BUILDING|counts wake blithely. carefully pending requests haggle carefully. slyly ruthless asymptotes wake furiou|456385|6523|F|236024.27|1994-12-30|4-NOT SPECIFIED|Clerk#000000442|0|ully express ideas. bold instructions boost after the slyly ironi|456385|19421|422|7|50.00|67021.00|0.03|0.07|A|F|1995-04-04|1995-03-27|1995-04-27|TAKE BACK RETURN|AIR|es haggle furiously quickly even deposits! 
6526|Customer#000006526|j2e,TUUVZxaFSuiJauFDS2eo|5|15-609-391-3715|7755.32|BUILDING| courts cajole blithely above the fluffily bol|109735|6526|F|141704.58|1995-01-27|1-URGENT|Clerk#000000609|0|l deposits are quickly even foxes. slyly unusual instructions sleep alongside|109735|16299|832|2|22.00|26736.38|0.03|0.01|R|F|1995-05-04|1995-03-08|1995-05-11|COLLECT COD|SHIP|hely unusual deposits. carefull
6526|Customer#000006526|j2e,TUUVZxaFSuiJauFDS2eo|5|15-609-391-3715|7755.32|BUILDING| courts cajole blithely above the fluffily bol|109735|6526|F|141704.58|1995-01-27|1-URGENT|Clerk#000000609|0|l deposits are quickly even foxes. slyly unusual instructions sleep alongside|109735|4820|583|4|38.00|65543.16|0.03|0.01|A|F|1995-04-21|1995-04-15|1995-05-07|TAKE BACK RETURN|REG AIR|ironic accounts sleep. fina
6526|Customer#000006526|j2e,TUUVZxaFSuiJauFDS2eo|5|15-609-391-3715|7755.32|BUILDING| courts cajole blithely above the fluffily bol|109735|6526|F|141704.58|1995-01-27|1-URGENT|Clerk#000000609|0|l deposits are quickly even foxes. slyly unusual instructions sleep alongside|109735|13595|596|5|9.00|13577.31|0.05|0.06|R|F|1995-03-31|1995-03-30|1995-04-30|TAKE BACK RETURN|RAIL|of the carefully final packages. quiet
6529|Customer#000006529|z MsqjmOtVW8ynDudk6XiUsAurx57YfL9|6|16-605-167-6202|5032.68|BUILDING| orbits are? unusual, ironic accounts are slyly. unusual requests sleep after the ironic, ironic ex|249187|6529|F|46781.38|1995-02-23|3-MEDIUM|Clerk#000000081|0|ies nag about the blithely bold accounts. f|249187|2615|616|2|12.00|18211.32|0.01|0.05|A|F|1995-05-24|1995-05-19|1995-06-12|COLLECT COD|REG AIR|nts nag furiou
6529|Customer#000006529|z MsqjmOtVW8ynDudk6XiUsAurx57YfL9|6|16-605-167-6202|5032.68|BUILDING| orbits are? unusual, ironic accounts are slyly. unusual requests sleep after the ironic, ironic ex|370085|6529|F|86621.88|1995-02-27|2-HIGH|Clerk#000000499|0|nts nag across the requests. express pint|370085|12390|653|1|37.00|48188.43|0.08|0.01|R|F|1995-05-14|1995-05-27|1995-06-07|TAKE BACK RETURN|REG AIR|ffix quickly across the furiously final
6529|Customer#000006529|z MsqjmOtVW8ynDudk6XiUsAurx57YfL9|6|16-605-167-6202|5032.68|BUILDING| orbits are? unusual, ironic accounts are slyly. unusual requests sleep after the ironic, ironic ex|370085|6529|F|86621.88|1995-02-27|2-HIGH|Clerk#000000499|0|nts nag across the requests. express pint|370085|12134|921|2|40.00|41845.20|0.00|0.00|N|F|1995-06-14|1995-04-29|1995-07-11|TAKE BACK RETURN|REG AIR| regular courts. as
6550|Customer#000006550|3bUibIk2 e0g9upYw7f|21|31-679-244-3796|2107.94|BUILDING|ending, bold dependencies boost. regular, silent foxes haggle. deposits h|69603|6550|F|354979.42|1994-12-18|4-NOT SPECIFIED|Clerk#000000071|0|rhorses above the ironic pains are across the ironic, pending requests. bol|69603|15550|551|1|39.00|57156.45|0.06|0.01|A|F|1995-04-03|1995-01-19|1995-04-14|COLLECT COD|SHIP|d the furiously
6550|Customer#000006550|3bUibIk2 e0g9upYw7f|21|31-679-244-3796|2107.94|BUILDING|ending, bold dependencies boost. regular, silent foxes haggle. deposits h|69603|6550|F|354979.42|1994-12-18|4-NOT SPECIFIED|Clerk#000000071|0|rhorses above the ironic pains are across the ironic, pending requests. bol|69603|3783|543|2|50.00|84339.00|0.07|0.08|A|F|1995-04-04|1995-01-28|1995-04-05|DELIVER IN PERSON|AIR|ggle furiously around the slyly silent a
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|16815|816|1|29.00|50222.49|0.07|0.02|R|F|1995-05-17|1995-05-12|1995-05-21|NONE|REG AIR|ly alongside of the s
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|4778|541|2|24.00|40386.48|0.05|0.08|A|F|1995-04-06|1995-05-08|1995-04-24|DELIVER IN PERSON|AIR|s the furiously regular warthogs im
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|15178|444|3|46.00|50285.82|0.08|0.00|A|F|1995-05-09|1995-04-09|1995-06-01|DELIVER IN PERSON|REG AIR| beans sleep against the carefully ir
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|5132|898|4|43.00|44596.59|0.10|0.05|A|F|1995-04-14|1995-04-21|1995-05-09|NONE|REG AIR|blithely. express, silent requests doze at
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|1173|174|5|38.00|40818.46|0.02|0.08|N|F|1995-06-08|1995-04-15|1995-06-30|TAKE BACK RETURN|SHIP|xpress grouc
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|5404|405|6|50.00|65470.00|0.05|0.00|N|F|1995-06-07|1995-04-15|1995-07-01|DELIVER IN PERSON|TRUCK| slyly slyly special request
6563|Customer#000006563|ckpsWGe2Xt2QnI05rzcbreoFdTEK,OwotWDbccxm|11|21-535-565-6266|-250.80|BUILDING|bold deposits after the ironic, regular asymptotes are regular dolphins. quickly regular requests are bra|928|6563|F|293271.21|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |928|1034|286|7|11.00|10285.33|0.00|0.01|A|F|1995-04-29|1995-04-16|1995-04-30|NONE|AIR|longside of
6605|Customer#000006605|bJpsYu5HBIgwd3bPpcfTMme|5|15-797-674-4556|2748.15|BUILDING|o beans are after the packages. even pinto beans boost according to the final excuses. fluffil|128450|6605|F|173996.46|1994-12-05|4-NOT SPECIFIED|Clerk#000000756|0|efully special excuses are carefully under the slyly regular asymptot|128450|19126|396|6|10.00|10451.20|0.06|0.07|R|F|1995-03-31|1995-02-18|1995-04-19|DELIVER IN PERSON|FOB|egular requ
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|9411|6607|F|64031.39|1995-02-07|2-HIGH|Clerk#000000594|0|rses. furiously regular requests haggl|9411|1505|259|1|25.00|35162.50|0.09|0.02|R|F|1995-04-04|1995-03-10|1995-04-17|TAKE BACK RETURN|AIR|c ideas boost quickly ironic acc
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|170435|6607|F|147977.27|1995-02-23|3-MEDIUM|Clerk#000000473|0| silent foxes affix slyly. entic|170435|2831|84|1|40.00|69353.20|0.04|0.04|N|F|1995-06-05|1995-05-07|1995-07-01|DELIVER IN PERSON|AIR|t the furiously even r
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|170435|6607|F|147977.27|1995-02-23|3-MEDIUM|Clerk#000000473|0| silent foxes affix slyly. entic|170435|6131|132|3|37.00|38373.81|0.08|0.00|A|F|1995-05-05|1995-05-09|1995-05-20|TAKE BACK RETURN|AIR| hang furiously finally pending d
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|170435|6607|F|147977.27|1995-02-23|3-MEDIUM|Clerk#000000473|0| silent foxes affix slyly. entic|170435|18802|71|4|13.00|22370.40|0.06|0.01|A|F|1995-05-14|1995-04-30|1995-05-16|NONE|AIR| carefully enticing warthogs. blit
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|495111|6607|F|251759.51|1995-02-04|1-URGENT|Clerk#000000552|0|deposits cajole permanently. accounts nag slyly af|495111|14751|280|2|15.00|24986.25|0.09|0.06|A|F|1995-04-18|1995-03-27|1995-05-01|NONE|REG AIR|ounts. bold pinto beans wake
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|495111|6607|F|251759.51|1995-02-04|1-URGENT|Clerk#000000552|0|deposits cajole permanently. accounts nag slyly af|495111|19073|343|3|32.00|31746.24|0.06|0.05|A|F|1995-05-31|1995-04-13|1995-06-04|NONE|AIR|y final, ironic packages. carefully f
6607|Customer#000006607|pm9R99glhFCWZzIEllz428 TqMQQmX|17|27-924-798-8911|8585.44|BUILDING|regular deposits. foxes are blithely carefull|495111|6607|F|251759.51|1995-02-04|1-URGENT|Clerk#000000552|0|deposits cajole permanently. accounts nag slyly af|495111|18907|176|5|16.00|29214.40|0.02|0.08|A|F|1995-05-03|1995-03-10|1995-05-04|NONE|AIR|snooze. slyly ironic escapad
6623|Customer#000006623|Xjw9Hy5h4Pgb3zcUEWm8|24|34-304-460-3284|-872.31|BUILDING|g the slyly final foxes. even, pending requests boost about the requests. r|396263|6623|F|179450.41|1995-02-13|3-MEDIUM|Clerk#000000227|0| final courts sleep blithely at the thinly close in|396263|1685|439|1|49.00|77747.32|0.10|0.02|R|F|1995-04-19|1995-05-10|1995-05-10|TAKE BACK RETURN|AIR|e. blithely ironic ideas acc
6623|Customer#000006623|Xjw9Hy5h4Pgb3zcUEWm8|24|34-304-460-3284|-872.31|BUILDING|g the slyly final foxes. even, pending requests boost about the requests. r|396263|6623|F|179450.41|1995-02-13|3-MEDIUM|Clerk#000000227|0| final courts sleep blithely at the thinly close in|396263|5997|998|2|18.00|34253.82|0.07|0.08|R|F|1995-04-20|1995-04-07|1995-05-03|NONE|REG AIR|ly even foxes cajole slyly ins
6623|Customer#000006623|Xjw9Hy5h4Pgb3zcUEWm8|24|34-304-460-3284|-872.31|BUILDING|g the slyly final foxes. even, pending requests boost about the requests. r|396263|6623|F|179450.41|1995-02-13|3-MEDIUM|Clerk#000000227|0| final courts sleep blithely at the thinly close in|396263|16449|716|4|15.00|20481.60|0.10|0.03|A|F|1995-05-22|1995-03-18|1995-05-31|TAKE BACK RETURN|AIR|onic accounts cajole slyly a
6623|Customer#000006623|Xjw9Hy5h4Pgb3zcUEWm8|24|34-304-460-3284|-872.31|BUILDING|g the slyly final foxes. even, pending requests boost about the requests. r|396263|6623|F|179450.41|1995-02-13|3-MEDIUM|Clerk#000000227|0| final courts sleep blithely at the thinly close in|396263|13022|812|6|7.00|6545.14|0.04|0.08|R|F|1995-04-11|1995-05-07|1995-05-08|NONE|RAIL|y along the quickly unusual deposits. ca
6631|Customer#000006631|7iOXTPto,B5|12|22-688-971-9796|89.69|BUILDING|the ironic deposits serve slyly slow, regu|104612|6631|F|233856.72|1995-01-10|5-LOW|Clerk#000000389|0|blithely regular accounts sleep across the furiously bold packages|104612|15373|374|1|30.00|38651.10|0.06|0.04|R|F|1995-04-13|1995-03-07|1995-04-25|TAKE BACK RETURN|AIR|lyly bold packages. regula
6631|Customer#000006631|7iOXTPto,B5|12|22-688-971-9796|89.69|BUILDING|the ironic deposits serve slyly slow, regu|104612|6631|F|233856.72|1995-01-10|5-LOW|Clerk#000000389|0|blithely regular accounts sleep across the furiously bold packages|104612|4354|355|2|38.00|47817.30|0.03|0.00|R|F|1995-05-01|1995-03-15|1995-05-24|COLLECT COD|AIR|al dependencies. pendi
6631|Customer#000006631|7iOXTPto,B5|12|22-688-971-9796|89.69|BUILDING|the ironic deposits serve slyly slow, regu|104612|6631|F|233856.72|1995-01-10|5-LOW|Clerk#000000389|0|blithely regular accounts sleep across the furiously bold packages|104612|15069|335|3|29.00|28537.74|0.02|0.06|R|F|1995-04-25|1995-03-27|1995-05-01|COLLECT COD|TRUCK|the regular ideas. furio
6631|Customer#000006631|7iOXTPto,B5|12|22-688-971-9796|89.69|BUILDING|the ironic deposits serve slyly slow, regu|104612|6631|F|233856.72|1995-01-10|5-LOW|Clerk#000000389|0|blithely regular accounts sleep across the furiously bold packages|104612|14419|212|5|44.00|58670.04|0.04|0.00|R|F|1995-05-01|1995-02-14|1995-05-09|TAKE BACK RETURN|MAIL|eodolites. unusual
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|421509|6634|P|154072.56|1995-03-06|4-NOT SPECIFIED|Clerk#000000511|0|ounts sleep across the evenly even re|421509|1857|858|1|37.00|65077.45|0.01|0.08|R|F|1995-04-27|1995-04-25|1995-05-12|COLLECT COD|REG AIR|ironic packages wake ev
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|421509|6634|P|154072.56|1995-03-06|4-NOT SPECIFIED|Clerk#000000511|0|ounts sleep across the evenly even re|421509|6210|979|2|5.00|5581.05|0.05|0.05|R|F|1995-04-04|1995-05-28|1995-04-27|COLLECT COD|REG AIR|ole carefully bold theodolit
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|421509|6634|P|154072.56|1995-03-06|4-NOT SPECIFIED|Clerk#000000511|0|ounts sleep across the evenly even re|421509|18837|838|3|12.00|21069.96|0.06|0.03|N|F|1995-06-10|1995-05-20|1995-06-28|DELIVER IN PERSON|AIR|ackages acr
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|421509|6634|P|154072.56|1995-03-06|4-NOT SPECIFIED|Clerk#000000511|0|ounts sleep across the evenly even re|421509|12219|6|4|34.00|38461.14|0.05|0.01|A|F|1995-05-16|1995-05-03|1995-06-01|COLLECT COD|FOB|nto beans boost quickly doggedly
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|421509|6634|P|154072.56|1995-03-06|4-NOT SPECIFIED|Clerk#000000511|0|ounts sleep across the evenly even re|421509|19497|36|5|16.00|22663.84|0.10|0.06|N|O|1995-06-27|1995-04-09|1995-07-04|COLLECT COD|TRUCK|ing platelets are carefully. dependencies w
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|472866|6634|F|200213.26|1995-02-20|1-URGENT|Clerk#000000126|0|xpress pinto beans among the regular deposits try to cajole furiously agai|472866|11352|875|2|32.00|40427.20|0.05|0.01|N|F|1995-06-15|1995-05-18|1995-07-12|COLLECT COD|RAIL| instructions 
6634|Customer#000006634|v40njkdojYnRdVGwAW|5|15-916-327-8851|5261.30|BUILDING|lar instructions. accounts haggle permanently according to th|472866|6634|F|200213.26|1995-02-20|1-URGENT|Clerk#000000126|0|xpress pinto beans among the regular deposits try to cajole furiously agai|472866|19282|90|4|44.00|52856.32|0.09|0.07|N|F|1995-05-25|1995-04-27|1995-06-19|COLLECT COD|TRUCK|ly ironic asymptotes
6637|Customer#000006637|5RhMx2tf5k8u|13|23-455-236-7135|2317.68|BUILDING|e blithely. furiously even dependencies integrate slyly. car|284134|6637|F|8621.56|1995-03-08|2-HIGH|Clerk#000000908|0|sly blithely special deposits! re|284134|9588|848|1|6.00|8985.48|0.05|0.01|R|F|1995-04-14|1995-06-01|1995-04-24|COLLECT COD|SHIP|ng to the acc
